gene_id,S2-12h,S2-24h,S2-Oh,S3-12h,S3-24h,S3-Oh,W2-12h,W2-24h,W2-Oh,W3-12h,W3-24h,W3-Oh
gene:Zm00001d028761,63,40,113,30,36,81,31,36,49,27,98,71
gene:Zm00001d028760,5,0,20,0,0,21,30,12,48,0,44,42
gene:Zm00001d039874,1667,2721,3645,2038,1818,1808,2095,2414,2418,1034,2397,2716
gene:Zm00001d028766,5,0,18,0,4,0,0,0,0,0,0,0
gene:Zm00001d028765,0,3,8,0,0,0,0,0,0,6,0,0
gene:Zm00001d003538,55,83,261,390,257,332,146,102,177,132,268,282
gene:Zm00001d009649,11,17,18,60,6,23,92,120,91,68,85,116
gene:Zm00001d039877,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d017131,1117,1619,2478,1368,1274,1346,1067,1670,1520,732,1471,1833
gene:Zm00001d027489,23,7,12,18,14,38,61,51,8,52,38,35
gene:Zm00001d027488,24207,10146,41612,22938,20034,25387,25605,17542,11789,31594,15030,33430
gene:Zm00001d027487,3124,2449,4491,4899,3308,3917,3058,2424,2360,2455,3990,4101
gene:Zm00001d027486,2478,3711,6851,1611,2480,3213,724,1481,985,505,1517,1760
gene:Zm00001d027485,64,194,339,406,351,692,774,570,495,367,662,1034
gene:Zm00001d027484,4146,5188,10668,7683,5718,7642,5079,4095,6744,2893,7440,7243
gene:Zm00001d027483,104,70,177,197,91,145,247,76,133,181,232,139
gene:Zm00001d027481,176,137,181,168,97,154,255,128,131,259,117,149
gene:Zm00001d027480,5541,5225,5310,10572,5554,5103,6657,3248,2429,4555,4036,4724
gene:Zm00001d027151,0,0,0,3,0,2,5,0,0,0,0,0
gene:Zm00001d027150,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d027153,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d027152,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d027155,22,73,30,39,39,37,51,55,20,25,47,33
gene:Zm00001d027154,100,610,193,246,318,86,92,242,143,53,99,123
gene:Zm00001d027157,27,34,20,0,0,5,2,5,0,0,0,0
gene:Zm00001d027156,0,0,0,0,0,0,0,0,0,0,0,4
gene:Zm00001d027159,0,0,0,2,4,0,0,0,14,0,8,0
gene:Zm00001d027158,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d017835,0,0,0,0,0,0,0,0,0,0,0,1
gene:Zm00001d022509,32,40,68,99,101,37,89,140,72,74,147,132
gene:Zm00001d022508,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d022501,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d022500,233,115,319,260,148,222,346,452,419,257,454,322
gene:Zm00001d022502,3314,3694,7980,6300,4834,6458,4120,2325,4466,2171,5143,6107
gene:Zm00001d022505,5037,6833,10753,6630,4573,6300,5628,3805,5604,2247,5946,6030
gene:Zm00001d022504,14812,29042,34385,8439,10746,8355,5757,1464,3972,1627,5240,4498
gene:Zm00001d022507,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d022506,280,541,369,235,410,144,106,555,151,88,495,150
gene:Zm00001d011507,507,1301,1226,1473,464,805,1841,1564,2044,1045,2456,2327
gene:Zm00001d011506,87,131,133,188,63,96,15,20,0,4,25,11
gene:Zm00001d011505,1,1,2,1,0,0,3,1,0,0,1,0
gene:Zm00001d011504,9349,12835,23694,16721,12826,19078,14577,10790,16093,7143,17213,20386
gene:Zm00001d011503,0,9,0,21,0,0,4,0,16,0,0,0
gene:Zm00001d011501,17,0,35,6,7,4,0,0,0,0,0,0
gene:Zm00001d011500,2663,4707,3711,3885,3292,2697,3162,3684,2742,1734,3377,2483
gene:Zm00001d011509,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d011508,4,0,1,2,2,2,3,4,3,3,6,9
gene:Zm00001d003885,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d017838,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d025169,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d017831,372,575,738,445,364,301,166,457,225,191,298,371
gene:Zm00001d017830,836,983,3550,4974,1630,5011,4059,1110,3788,1684,5404,5991
gene:Zm00001d017833,721,1297,1956,1913,1173,1676,1608,1120,1642,637,2077,2194
gene:Zm00001d017832,1693,2204,3066,2529,2935,2073,1451,1518,1786,998,1675,2177
gene:Zm00001d050860,4,16,0,14,5,4,0,0,0,0,0,0
gene:Zm00001d017834,66,0,61,99,112,316,40,8,50,38,85,107
gene:Zm00001d017837,8398,8302,13858,9092,8015,7527,10453,8673,9667,7498,8130,9852
gene:Zm00001d023677,31011,31209,44433,19900,24141,14465,23272,27166,15103,17849,22387,22505
gene:Zm00001d032900,795,787,1381,2558,1435,2003,658,553,659,359,1424,1340
gene:Zm00001d032901,74,56,125,66,92,114,11,0,0,0,8,0
gene:Zm00001d032902,1645,905,2271,1367,1155,1192,2030,1954,929,1683,1275,1698
gene:Zm00001d032903,24,27,88,21,24,27,25,12,2,12,12,23
gene:Zm00001d017836,1052,1352,2318,982,773,1168,1923,1549,1751,998,1930,1797
gene:Zm00001d032905,3090,3303,5897,4064,3127,3485,3207,2751,3126,1892,3560,3867
gene:Zm00001d032906,52,94,0,61,96,4,12,0,0,0,0,0
gene:Zm00001d032907,0,0,3,0,0,0,0,0,0,0,0,0
gene:Zm00001d032908,53,66,149,363,268,231,0,0,0,0,0,0
gene:Zm00001d032909,165,219,5,151,121,36,6,18,6,0,11,0
gene:Zm00001d041573,0,0,0,9,4,0,0,0,0,0,0,0
gene:Zm00001d050867,5,0,0,8,19,0,0,0,0,0,0,0
gene:Zm00001d041571,6,0,0,0,18,0,4,26,0,0,0,0
gene:Zm00001d032896,8998,4287,31338,10975,10418,21350,9550,6082,7854,9096,6694,20058
gene:Zm00001d025161,0,0,0,0,0,0,5,0,4,0,0,0
gene:Zm00001d012464,557,190,661,535,320,479,497,358,390,404,434,784
gene:Zm00001d041577,16,14,26,0,0,0,0,0,0,0,0,3
gene:Zm00001d032894,2975,4534,7933,6949,5554,5767,3924,4720,4799,2295,6695,6173
gene:Zm00001d041576,263,251,171,574,243,259,335,155,253,109,235,151
gene:Zm00001d032895,37,29,28,60,36,40,5,13,7,10,18,15
gene:Zm00001d025164,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d025165,2546,4345,6390,4797,3580,4040,3506,3191,4223,1806,4707,4743
gene:Zm00001d032893,916,1338,2582,1118,1140,1448,1207,900,1656,557,1514,1800
gene:Zm00001d003886,0,0,0,0,11,0,0,0,0,0,0,0
gene:Zm00001d014027,0,8,24,13,19,8,6,3,4,4,0,28
gene:Zm00001d014026,554,541,1170,983,810,1120,785,589,591,372,964,1051
gene:Zm00001d014025,142,473,770,115,77,201,364,532,600,343,515,613
gene:Zm00001d014024,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d014021,553,445,898,759,649,904,660,554,578,439,737,985
gene:Zm00001d014020,10,0,0,6,0,3,0,0,0,0,0,0
gene:Zm00001d010278,109,206,334,390,340,225,0,0,2,0,0,2
gene:Zm00001d014029,97,286,303,277,242,35,105,135,131,65,170,121
gene:Zm00001d040643,0,0,0,4,0,0,0,0,0,0,0,0
gene:Zm00001d040641,887,1257,1940,2107,1340,1651,1167,798,1899,760,2132,1822
gene:Zm00001d015998,0,0,0,4,0,0,0,6,0,3,0,2
gene:Zm00001d015999,925,422,1713,1682,1907,2919,839,534,552,1169,897,1896
gene:Zm00001d040644,354,384,1000,83,60,152,1083,1547,1327,713,1744,1642
gene:Zm00001d015995,0,0,0,0,0,0,8,2,3,0,0,9
gene:Zm00001d015997,1365,1981,2534,1490,1284,1459,1296,1213,1246,833,1328,1317
gene:Zm00001d015990,124,137,264,292,226,396,155,165,154,120,295,255
gene:Zm00001d015992,2667,3032,5509,4394,3954,4656,2918,2788,3160,2407,4692,4837
gene:Zm00001d035684,951,2324,2382,765,767,1054,104,40,36,16,74,11
gene:Zm00001d047147,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d047140,45,0,65,25,44,0,40,2,7,13,11,25
gene:Zm00001d047141,15,21,33,0,0,0,0,0,0,0,0,0
gene:Zm00001d047142,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d047143,805,438,1430,1860,1174,921,722,1350,375,242,1156,445
gene:Zm00001d047149,443,587,1127,1426,989,1186,738,556,553,335,740,710
gene:Zm00001d039933,47,14,134,6,10,4,109,0,11,6,20,38
gene:Zm00001d037976,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d033414,190,488,549,393,337,443,515,507,741,170,656,611
gene:Zm00001d044075,5,52,18,7,39,1,11,14,0,2,68,1
gene:Zm00001d033416,267,299,627,402,398,436,318,242,339,207,498,565
gene:Zm00001d037972,1399,1959,3061,4132,1914,3584,3105,1683,2862,1367,3404,4010
gene:Zm00001d037973,185,127,50,27,46,4,9,20,0,0,15,0
gene:Zm00001d053329,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d053328,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d033413,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d044074,92,3,385,314,125,524,176,118,146,156,305,528
gene:Zm00001d053320,0,0,0,0,0,0,0,4,0,0,0,0
gene:Zm00001d053322,16,28,3,26,36,63,16,12,27,0,46,12
gene:Zm00001d039935,0,0,3,4,8,0,0,0,4,0,0,13
gene:Zm00001d053324,0,0,0,0,8,18,5,6,0,0,0,3
gene:Zm00001d053327,521,19,8,739,51,36,362,30,18,112,10,15
gene:Zm00001d025140,0,49,113,0,0,0,0,0,0,0,0,0
gene:Zm00001d041590,1275,1833,6343,2246,1645,3912,3616,1962,4930,2228,5075,8575
gene:Zm00001d025142,7,20,238,41,68,118,17,77,189,29,88,225
gene:Zm00001d041592,3924,4271,5737,6125,5162,4652,2827,2446,2470,1934,4288,3823
gene:Zm00001d025144,3726,4942,8077,4402,4151,4286,3793,4245,4371,2539,4942,5089
gene:Zm00001d025145,3,57,0,12,74,0,0,2,0,0,0,0
gene:Zm00001d025146,39,106,0,20,115,0,19,30,0,5,96,0
gene:Zm00001d041596,654,93,1348,1899,830,2601,584,112,287,568,205,842
gene:Zm00001d041599,821,928,1617,1293,1034,1451,1057,752,1090,731,1595,1792
gene:Zm00001d004435,36,73,85,103,83,56,65,178,83,30,139,87
gene:Zm00001d052058,274,628,618,741,485,712,707,700,523,498,1110,1231
gene:Zm00001d052059,409,837,537,296,277,322,606,729,288,375,619,442
gene:Zm00001d032003,12,26,40,52,31,26,12,12,8,44,65,28
gene:Zm00001d004437,14,9,57,4,25,17,18,55,51,11,32,55
gene:Zm00001d052050,7225,11281,12447,7020,7239,7877,8237,7861,6283,3806,8922,8002
gene:Zm00001d052051,71,88,228,107,149,178,99,139,197,86,187,189
gene:Zm00001d052052,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d037979,257,286,409,458,152,251,216,146,257,109,318,205
gene:Zm00001d052054,742,880,3757,1556,2376,2368,1760,654,1778,605,1692,2051
gene:Zm00001d052056,3485,4398,8321,11089,6456,8233,5706,4104,7723,2735,9167,8742
gene:Zm00001d052057,1010,1251,2002,1262,1498,1477,1219,1309,1233,840,1811,1784
gene:Zm00001d029625,5047,3909,11822,4475,4419,6698,6268,5147,5044,3858,4960,8557
gene:Zm00001d023793,0,0,10,38,10,15,0,5,0,0,8,4
gene:Zm00001d012078,0,0,0,0,0,0,0,14,0,0,11,0
gene:Zm00001d012079,4,0,6,42,34,55,84,0,84,26,131,97
gene:Zm00001d012074,2898,4508,4374,3128,3145,2659,3124,3255,2836,1815,3246,3206
gene:Zm00001d012073,8,12,18,0,0,0,18,0,0,0,0,0
gene:Zm00001d012070,16,28,55,12,0,46,58,10,75,63,92,96
gene:Zm00001d030279,0,0,0,0,0,0,4,0,0,0,0,0
gene:Zm00001d022171,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d046864,208,201,356,28,37,9,16,0,0,0,0,0
gene:Zm00001d052582,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d019335,1594,858,2726,3536,4509,2411,882,1444,998,635,1226,1231
gene:Zm00001d019336,0,4,0,4,0,2,0,7,0,0,0,0
gene:Zm00001d019337,1024,1982,4714,2463,1274,2029,2835,1810,3450,1352,3326,3152
gene:Zm00001d052586,121,50,180,163,122,264,148,166,78,36,84,73
gene:Zm00001d052587,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d052584,314,297,436,1351,823,1157,486,396,494,198,513,508
gene:Zm00001d052585,14,9,4,20,0,73,0,8,0,0,0,0
gene:Zm00001d052588,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d052589,0,0,8,0,0,1,0,0,0,0,0,0
gene:Zm00001d019338,46,68,38,61,166,35,0,0,0,0,0,0
gene:Zm00001d019339,57,12,34,143,106,55,40,34,55,0,0,0
gene:Zm00001d048265,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d048266,0,0,0,0,17,0,0,0,0,0,0,0
gene:Zm00001d048267,0,0,0,0,4,0,0,0,0,0,0,0
gene:Zm00001d048260,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d048262,3,10,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d048263,55,251,166,72,210,3,46,201,10,29,285,10
gene:Zm00001d048268,9,19,0,0,18,0,4,4,0,4,33,0
gene:Zm00001d037030,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d016319,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d016318,208,323,486,542,404,332,0,0,2,0,0,0
gene:Zm00001d016316,0,11,0,0,0,0,0,3,0,0,3,2
gene:Zm00001d016315,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d016312,14,0,8,0,0,0,26,23,29,44,36,39
gene:Zm00001d016311,2074,1765,4566,3111,2304,3162,2343,1963,2099,1423,2550,2928
gene:Zm00001d002929,5,0,58,22,62,41,4,17,70,12,38,27
gene:Zm00001d002928,1264,1821,2556,1860,2068,1559,2187,1746,1861,1071,2003,1919
gene:Zm00001d045417,1214,1479,2495,1669,1174,2716,1080,1376,1147,701,1665,1490
gene:Zm00001d002922,0,4,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d002925,4012,5045,9759,6440,4935,6576,5735,4423,6839,3010,7199,7896
gene:Zm00001d048880,28,14,67,44,73,101,44,38,12,10,70,65
gene:Zm00001d044130,6832,4054,24378,10749,8594,18578,10605,5824,7185,9204,7426,19090
gene:Zm00001d048883,73,128,90,140,90,114,60,96,16,58,50,69
gene:Zm00001d048884,0,0,0,0,0,0,0,11,7,0,0,0
gene:Zm00001d048886,0,0,0,0,5,0,6,18,2,0,0,0
gene:Zm00001d048887,0,0,0,0,0,8,0,5,6,0,0,4
gene:Zm00001d048888,23,136,129,75,125,127,30,52,20,26,70,60
gene:Zm00001d048889,0,0,0,0,0,9,13,5,5,0,0,0
gene:Zm00001d022260,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d022262,18,5,8,18,32,8,19,8,0,31,36,0
gene:Zm00001d022263,35,51,88,94,79,78,34,82,60,43,61,130
gene:Zm00001d022264,20466,3225,25161,28101,18510,34669,37454,15806,46482,28647,42188,64529
gene:Zm00001d022265,12,82,154,383,211,294,106,71,256,88,494,352
gene:Zm00001d034508,226,284,312,257,288,132,93,183,213,62,420,140
gene:Zm00001d034509,1412,1698,2842,2860,1870,2240,2947,2584,3769,2077,4105,4498
gene:Zm00001d034506,0,0,0,0,0,0,20,56,57,19,90,23
gene:Zm00001d022269,2560,2667,4236,2083,2022,1925,2462,2517,2335,1643,2608,2942
gene:Zm00001d034504,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d034505,6741,11467,11731,5871,5687,4927,7447,9754,7161,3153,7476,6929
gene:Zm00001d034502,681,980,1304,1040,551,1074,935,363,1183,470,976,1070
gene:Zm00001d034503,461,575,1181,997,357,807,1477,1461,2465,778,1736,1937
gene:Zm00001d034500,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d034501,499,368,490,91,101,141,388,776,311,280,854,318
gene:Zm00001d045454,0,0,38,0,5,41,7,0,44,76,96,251
gene:Zm00001d045455,141,106,122,179,48,45,150,0,10,85,35,5
gene:Zm00001d045456,0,0,59,0,0,0,0,4,10,31,63,96
gene:Zm00001d049138,1380,1186,3238,1484,1709,1925,1698,1351,964,1039,752,1748
gene:Zm00001d045450,3600,6490,9039,6813,5800,6713,5513,3884,4706,3408,7041,6981
gene:Zm00001d045451,26288,18421,47210,27381,20131,35586,24284,17886,14184,27553,22538,38376
gene:Zm00001d045452,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d029448,5274,7432,8970,4971,5037,3878,4441,4932,3513,3218,5745,4696
gene:Zm00001d049133,247,557,658,500,459,460,310,437,416,166,585,429
gene:Zm00001d049131,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d049130,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d049137,10,26,73,5,0,4,14,8,12,1,12,48
gene:Zm00001d049136,53,81,100,74,46,94,93,93,84,44,97,61
gene:Zm00001d049135,2091,1444,2680,3286,1648,2185,3104,1550,1731,2768,2169,2325
gene:Zm00001d049134,1180,1910,2343,2627,1413,1586,2074,1627,1667,1087,2186,1948
gene:Zm00001d029441,32,114,215,95,100,81,66,24,83,18,45,45
gene:Zm00001d042108,734,856,1271,1392,1035,813,964,580,841,662,1704,1084
gene:Zm00001d042103,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d042102,204,147,222,313,141,186,721,391,318,307,302,441
gene:Zm00001d042101,0,0,0,0,0,0,0,0,0,4,0,4
gene:Zm00001d042100,12,63,42,3,0,0,20,10,0,2,7,2
gene:Zm00001d042107,1069,384,867,2343,362,860,2449,500,946,1708,1181,1125
gene:Zm00001d042106,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d042105,0,0,0,0,0,0,0,0,0,4,0,0
gene:Zm00001d042104,284,93,20,1244,756,320,443,126,20,288,306,60
gene:Zm00001d051778,359,265,902,280,209,533,712,263,693,299,1033,1202
gene:Zm00001d051779,6168,737,7910,452,342,1459,4687,186,370,192,356,553
gene:Zm00001d051772,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d051773,4,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d051776,0,37,98,152,80,66,11,0,0,0,14,0
gene:Zm00001d031625,44,32,85,72,45,61,211,134,112,153,148,169
gene:Zm00001d019808,484,400,791,680,441,428,430,306,306,213,441,373
gene:Zm00001d019809,557,341,640,704,440,310,499,259,405,175,478,311
gene:Zm00001d031626,0,16,0,5,0,0,10,4,0,0,7,6
gene:Zm00001d043858,192,49,210,86,95,155,101,13,27,97,19,46
gene:Zm00001d043859,29,49,14,0,0,0,0,0,0,0,14,0
gene:Zm00001d043856,104,247,176,294,163,224,138,157,191,132,246,186
gene:Zm00001d043857,119,155,204,128,124,86,80,82,109,85,213,104
gene:Zm00001d043854,1611,1149,3422,3861,1886,3056,4009,1560,2966,1611,3884,5711
gene:Zm00001d029446,0,0,0,0,0,0,0,0,0,0,5,0
gene:Zm00001d043852,7,9,0,0,3,0,0,0,0,0,0,0
gene:Zm00001d043853,530,362,221,874,342,91,241,287,213,68,278,36
gene:Zm00001d043850,14343,33213,22909,17036,21340,11116,16151,25797,13279,6671,14468,11930
gene:Zm00001d043851,271,428,655,1393,859,1264,665,321,770,1355,2879,2655
gene:Zm00001d036055,726,1005,1917,1522,1321,1845,1654,1140,2432,967,2285,2755
gene:Zm00001d036929,50,198,219,1199,155,1043,329,90,1170,147,1353,859
gene:Zm00001d046378,3753,2764,4231,6812,4956,4544,4702,3081,2290,3666,5343,4865
gene:Zm00001d046379,0,4,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d000389,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d000388,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d000387,8,46,0,0,28,0,0,0,0,0,0,0
gene:Zm00001d009837,1828,1861,3753,2637,2073,2270,1724,1427,1968,1344,2274,2324
gene:Zm00001d000385,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d046377,102,61,256,0,10,20,136,191,161,126,251,196
gene:Zm00001d009832,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d046371,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d000381,1633,2169,3352,4027,2141,3197,3038,1662,3165,1417,3438,5050
gene:Zm00001d046373,9,18,0,0,0,0,0,0,14,0,0,28
gene:Zm00001d044136,989,309,846,3167,439,1020,1899,656,510,1167,1292,1153
gene:Zm00001d020461,2249,3827,8080,9026,4895,8467,6925,3160,10848,3338,9752,12563
gene:Zm00001d001384,0,0,0,0,0,0,0,0,0,0,3,1
gene:Zm00001d001385,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d001386,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d001387,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d001380,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d001381,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d001382,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d001383,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d001388,0,0,0,0,0,1,0,0,0,0,0,0
gene:Zm00001d001389,0,0,4,0,0,0,0,0,0,0,0,0
gene:Zm00001d010009,883,674,1290,2813,1790,2782,1374,633,1585,885,2095,2833
gene:Zm00001d010008,37,5,78,279,17,192,67,18,268,75,428,193
gene:Zm00001d010005,6,58,221,12,98,94,18,205,125,12,327,282
gene:Zm00001d010004,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d010007,58,130,334,93,96,134,551,1023,403,360,604,323
gene:Zm00001d010001,97,101,224,238,148,166,68,38,33,65,130,131
gene:Zm00001d010000,961,723,1995,1494,1117,1536,904,799,717,980,1053,1407
gene:Zm00001d010002,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d038964,248,451,244,621,496,429,343,384,245,235,493,313
gene:Zm00001d047423,3026,2999,7192,2202,2031,2319,3742,3585,2525,2818,2214,3450
gene:Zm00001d047422,1949,2612,2179,1798,1548,1457,1507,2289,1326,1090,2261,1996
gene:Zm00001d047421,363,531,670,792,455,509,399,302,335,379,623,521
gene:Zm00001d047420,1027,482,1416,1443,1062,2123,1032,959,635,1511,1167,1345
gene:Zm00001d047427,73,22,42,73,28,40,58,27,44,28,120,44
gene:Zm00001d047426,4801,3800,7327,6446,5279,6337,4464,3374,3173,3149,5548,6083
gene:Zm00001d047425,14,11,184,170,168,686,56,16,96,114,110,139
gene:Zm00001d047424,2449,1878,4604,2826,2674,3914,4084,2734,2515,2813,3660,4169
gene:Zm00001d047429,0,0,0,0,0,0,45,68,56,78,192,175
gene:Zm00001d047428,1094,1117,1800,1915,1534,1680,650,748,470,827,1088,942
gene:Zm00001d000651,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d000650,18,0,23,16,4,19,0,0,0,4,0,3
gene:Zm00001d000653,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d000652,20,16,0,10,17,12,4,3,5,0,7,0
gene:Zm00001d000655,5,0,3,5,0,9,0,0,0,0,0,0
gene:Zm00001d000654,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d000657,13,4,0,0,10,0,0,2,0,6,3,0
gene:Zm00001d000656,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d000659,77,260,212,78,80,56,64,150,118,52,106,154
gene:Zm00001d000658,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d033221,195,199,364,566,437,372,250,363,391,223,593,517
gene:Zm00001d046421,10,0,7,5,4,7,3,0,0,2,0,2
gene:Zm00001d030978,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d030973,0,0,0,0,0,0,12,0,0,4,0,0
gene:Zm00001d030972,6,0,0,0,0,0,0,18,0,0,0,0
gene:Zm00001d030971,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d030977,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d030976,4,53,34,4,0,5,3,0,4,3,22,12
gene:Zm00001d030975,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d030974,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d001520,99,90,141,39,42,95,84,88,85,48,205,67
gene:Zm00001d053041,433,445,888,588,334,437,749,502,535,342,838,576
gene:Zm00001d053042,34,123,169,25,114,107,274,65,83,4,134,210
gene:Zm00001d001523,5,4,0,0,0,0,0,3,0,11,0,0
gene:Zm00001d001524,0,0,1,0,0,0,0,0,0,9,0,0
gene:Zm00001d001525,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d053046,205,221,623,519,294,609,506,327,712,318,753,773
gene:Zm00001d053047,0,0,0,3,0,0,0,0,0,0,0,0
gene:Zm00001d053048,12,6,15,0,0,0,0,33,12,0,46,22
gene:Zm00001d001529,0,0,3,0,0,14,37,13,1,0,9,0
gene:Zm00001d033207,0,6,4,0,0,0,0,10,3,0,0,0
gene:Zm00001d046423,70,77,40,82,42,24,78,50,24,19,48,28
gene:Zm00001d046424,77,102,27,73,77,49,71,115,45,80,165,72
gene:Zm00001d000204,2295,2578,5407,2297,2333,2276,2260,1422,1122,981,1911,1780
gene:Zm00001d013066,5801,9616,28601,11471,5542,11200,8897,8166,10536,5228,19304,19340
gene:Zm00001d013067,15639,19837,50782,22313,15321,23139,15634,14221,29937,9996,26851,28961
gene:Zm00001d013065,1219,1755,4574,3263,1798,3406,2249,1581,3761,1113,2571,2905
gene:Zm00001d013063,0,0,0,68,8,32,0,0,8,9,0,4
gene:Zm00001d013060,1410,2469,3210,2296,2705,2090,1336,2489,1596,772,2620,2677
gene:Zm00001d013061,999,1277,3426,1768,1098,2037,1757,1109,1784,962,1089,1797
gene:Zm00001d013069,158,243,487,525,317,424,490,288,537,292,618,523
gene:Zm00001d044198,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d044192,227,300,823,655,700,711,691,440,636,301,972,889
gene:Zm00001d044193,1732,2368,3917,1997,1094,1746,1485,1705,2178,906,1929,2298
gene:Zm00001d044190,2,10,31,14,0,17,14,9,8,11,17,22
gene:Zm00001d044191,912,966,1653,1861,849,1819,1707,1046,1400,796,1564,1587
gene:Zm00001d044197,520,459,896,991,757,1051,745,575,371,528,961,1134
gene:Zm00001d044194,1880,637,1695,784,647,861,1511,1183,469,748,475,983
gene:Zm00001d044195,4927,5278,6275,5306,5162,4222,3476,3547,2404,2642,5223,4315
gene:Zm00001d038147,16604,24872,44144,23235,20593,22284,13135,10205,10599,7235,12866,14670
gene:Zm00001d003678,942,798,984,943,794,799,581,806,633,500,773,683
gene:Zm00001d003679,942,732,1593,2001,1131,1219,874,823,1524,718,1384,1604
gene:Zm00001d020542,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d003672,1577,1877,4168,6170,2832,5543,2943,1523,4044,1392,4171,4427
gene:Zm00001d003673,1500,1514,3825,4077,2130,3596,2796,1464,3082,1506,3425,4312
gene:Zm00001d003670,501,523,2032,1014,548,1081,710,509,731,355,611,683
gene:Zm00001d003671,2043,1627,3125,3308,2525,2120,2356,1329,1461,1263,1773,1891
gene:Zm00001d003676,61,0,20,74,34,0,34,49,0,90,10,0
gene:Zm00001d003677,4,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d003674,139,142,136,172,173,96,100,46,32,60,24,58
gene:Zm00001d003675,22,43,18,62,71,34,25,10,13,39,34,12
